1.258925411794166167e-07 1.639941406250000015e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 6.124572753906249931e-03
1.258925411794166167e-07 2.851269531250000180e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 1.127624511718750087e-03
1.258925411794166167e-07 1.087988281250000088e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 5.387023925781249736e-03
1.258925411794166167e-07 3.801660156250000026e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 3.769104003906250007e-03
1.258925411794166167e-07 3.286816406249999916e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 5.759460449218749972e-03
1.258925411794166167e-07 1.164550781250000113e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 3.641662597656249948e-03
1.258925411794166167e-07 1.545605468749999996e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 1.203796386718749938e-03
1.258925411794166167e-07 1.345019531249999969e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 4.408874511718749965e-03
1.258925411794166167e-07 3.556738281250000112e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 3.104797363281249986e-03
1.258925411794166167e-07 3.100683593750000033e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 2.991271972656250021e-03
1.258925411794166167e-07 8.374023437500000390e-04 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 6.491516113281249958e-03
1.258925411794166167e-07 1.502441406249999979e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 5.903381347656250222e-03
1.258925411794166167e-07 3.116699218750000003e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 2.885070800781250333e-03
1.258925411794166167e-07 1.320214843750000099e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 3.699890136718749986e-03
1.258925411794166167e-07 3.125097656249999946e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 3.208801269531250024e-03
1.258925411794166167e-07 2.229980468750000083e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 1.472229003906250135e-03
1.258925411794166167e-07 3.054394531249999926e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 3.923645019531249792e-03
1.258925411794166167e-07 3.770019531250000042e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 4.106018066406249764e-03
1.258925411794166167e-07 3.837792968749999950e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 3.601745605468750170e-03
1.258925411794166167e-07 9.233398437500000069e-04 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 4.991882324218750375e-03
1.258925411794166167e-07 3.897949218750000264e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 1.741394042968749927e-03
1.258925411794166167e-07 2.456738281250000263e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 6.849304199218750507e-03
1.258925411794166167e-07 1.388574218749999943e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 2.204284667968750121e-03
1.258925411794166167e-07 1.974121093750000073e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 1.185852050781250125e-03
1.258925411794166167e-07 1.104785156249999973e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 5.338684082031250507e-03
1.258925411794166167e-07 2.417675781250000228e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 5.184509277343749868e-03
1.258925411794166167e-07 2.982910156249999993e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 4.247741699218749931e-03
1.258925411794166167e-07 1.642675781250000147e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 4.024719238281250153e-03
1.258925411794166167e-07 3.695214843750000040e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 5.532409667968750042e-03
1.258925411794166167e-07 3.944433593750000348e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 5.567199707031250493e-03
1.258925411794166167e-07 2.650488281250000175e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 2.531311035156249938e-03
1.258925411794166167e-07 3.705566406250000201e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 1.646911621093750033e-03
1.258925411794166167e-07 1.848535156250000026e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 3.654479980468750000e-03
1.258925411794166167e-07 1.928417968749999902e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 5.043518066406249729e-03
1.258925411794166167e-07 3.292675781250000138e-03 3.189999999999999951e-06 9.639999999999999860e-05 8.000000000000000654e-05 1.752746582031249924e-03
