2.000000000000000111e-01 8.137939453125000444e-01 8.989501953124999778e-01 3.185150146484374742e-06
2.000000000000000111e-01 1.379150390625000222e-01 6.300537109374999556e-01 6.752227783203124434e-06
2.000000000000000111e-01 7.552978515625000666e-01 7.060302734375000222e-01 5.611480712890624539e-06
2.000000000000000111e-01 5.331787109375000222e-01 2.151123046875000056e-01 6.353607177734374731e-06
2.000000000000000111e-01 7.593994140625000000e-01 3.906494140624999778e-01 3.056976318359375306e-06
2.000000000000000111e-01 1.855712890625000056e-01 1.999267578125000222e-01 5.734954833984374358e-06
2.000000000000000111e-01 5.969970703125000444e-01 4.254150390625000000e-01 1.621856689453124933e-06
2.000000000000000111e-01 5.100341796874999778e-01 7.218505859375000666e-01 3.375274658203125148e-06
2.000000000000000111e-01 1.620361328125000111e-01 6.542236328124999556e-01 6.532196044921874612e-06
2.000000000000000111e-01 3.396728515625000444e-01 3.245849609375000000e-01 6.192108154296875001e-06
2.000000000000000111e-01 6.794677734374999778e-01 4.115478515625000666e-01 4.214385986328124925e-06
2.000000000000000111e-01 5.353271484375000666e-01 7.899169921875000000e-01 4.006317138671875207e-06
2.000000000000000111e-01 1.535888671875000056e-01 3.858642578125000000e-01 7.715667724609375731e-06
2.000000000000000111e-01 5.658935546875000222e-01 8.633056640624999778e-01 7.451629638671874249e-06
2.000000000000000111e-01 8.649169921875000666e-01 3.289306640625000444e-01 5.905853271484375018e-06
2.000000000000000111e-01 3.665283203125000444e-01 1.683837890625000111e-01 7.746002197265625575e-06
2.000000000000000111e-01 8.707275390625000000e-01 5.771240234375000222e-01 4.853118896484375052e-06
2.000000000000000111e-01 2.101318359375000111e-01 2.984130859375000444e-01 5.018890380859374819e-06
2.000000000000000111e-01 4.722900390625000000e-01 1.984130859375000111e-01 5.666168212890625022e-06
2.000000000000000111e-01 7.379638671875000666e-01 3.171630859374999778e-01 3.907196044921875180e-06
2.000000000000000111e-01 5.271728515625000444e-01 5.475341796875000666e-01 2.428924560546874850e-06
2.000000000000000111e-01 2.713623046875000000e-01 5.046142578125000222e-01 7.152984619140624580e-06
2.000000000000000111e-01 7.668212890625000222e-01 3.249267578125000222e-01 2.278961181640624798e-06
2.000000000000000111e-01 8.017333984375000222e-01 3.447998046875000444e-01 1.552215576171874954e-06
2.000000000000000111e-01 5.733642578125000000e-01 2.771728515625000444e-01 6.870574951171875054e-06
2.000000000000000111e-01 7.428955078125000222e-01 8.021240234375000000e-01 3.416290283203124663e-06
2.000000000000000111e-01 8.388916015624999778e-01 1.605224609375000000e-01 3.321868896484375101e-06
2.000000000000000111e-01 5.995849609375000222e-01 6.242919921874999778e-01 4.146881103515625176e-06
